"('rif', 1173)"
"('oonchongjin', 49)"
"('germanamericanfulbrightcommission', 49)"
"('intermezzo', 49)"
"('gershinming', 49)"
"('jilliecooper', 49)"
"('johannapersson', 49)"
"('oosterstraat', 49)"
"('nicolehansen', 49)"
"('bilderdijkstraat', 49)"
"('norbertmichalowsky', 49)"
"('ovesvejstrup', 49)"
"('oudedijk', 49)"
"('derletzteliebesdienst', 49)"
"('jansteenstraat', 49)"
"('aerospikeservercommunity', 49)"
"('enoxolone', 49)"
"('istoleamillion', 49)"
"('philhorne', 49)"
"('woman', 48)"
"('palau', 48)"
"('saginaw', 48)"
"('gemini', 48)"
"('santalucia', 48)"
"('argos', 48)"
"('saintmartin', 48)"
"('dolores', 48)"
"('agathachristie', 48)"
"('nikita', 48)"
"('dracula', 48)"
"('sanluis', 48)"
"('salmanrushdie', 48)"
"('image', 48)"
"('heinrichschliemann', 48)"
"('marczwiebler', 48)"
"('turkishradioandtelevisioncorporation', 48)"
"('michiko', 48)"
"('jorgeben', 48)"
"('vyacheslavmolotov', 48)"
"('windsor', 48)"
"('scoliosis', 48)"
"('preston', 48)"
"('charlesbarkley', 48)"
"('zhangdan', 48)"
"('lisalopes', 48)"
"('eve', 48)"
"('anneofgreengables', 48)"
"('alimodian', 48)"
"('martincampbell', 48)"
"('chamberofdeputies', 48)"
"('verapamil', 48)"
"('chikakonakayama', 48)"
"('isleofthedead', 48)"
"('pernilleholstholmsgaard', 48)"
"('diefeen', 48)"
"('andreacosta', 48)"
"('churchofstandrew', 48)"
"('hirokatsuhashimoto', 48)"
"('yuhirayama', 48)"
"('denisconstantin', 48)"
"('peterknowles', 48)"
"('fabianasilva', 48)"
"('jesperbie', 48)"
"('joachimschimpke', 48)"
"('klausskobowsky', 48)"
"('rotersternleipzig', 48)"
"('ligen', 48)"
"('oliverroth', 48)"
"('catch', 48)"
"('calcinhapreta', 48)"
"('kanpurloksabhaconstituency', 48)"
"('dwarsweg', 48)"
"('elzenstraat', 48)"
"('eindeutscherdichterinrom', 48)"
"('neuebahnen', 48)"
"('schillerlotterie', 48)"
"('ianfraser', 48)"
"('verdistraat', 48)"
"('ionic', 48)"
"('koeunbyul', 48)"
"('kimyeji', 48)"
"('elreloj', 48)"
"('howcanibesure', 48)"
"('listofgijoevideogames', 48)"
"('murphylake', 48)"
"('ottoscavenius', 48)"
"('abrahamlincoln', 47)"
"('wikimediafoundationinc', 47)"
"('amsterdam', 47)"
"('punjab', 47)"
"('polarisexpedition', 47)"
"('rhodopemountains', 47)"
"('paul', 47)"
"('c', 47)"
"('pau', 47)"
"('bashkiralphabet', 47)"
"('henryviiiofengland', 47)"
"('wall', 47)"
"('camdencounty', 47)"
"('hydepark', 47)"
"('thethreemusketeers', 47)"
"('ulriksdalpalace', 47)"
"('auxin', 47)"
"('nocturne', 47)"
"('wyclefjean', 47)"
"('sehnsucht', 47)"
"('edenhazard', 47)"
"('judithkerr', 47)"
"('thegambler', 47)"
"('jefferson', 47)"
"('mikhailivanowichkalinin', 47)"
"('gaoling', 47)"
"('jacob', 47)"
"('schoolsout', 47)"
"('tianqing', 47)"
"('nginx', 47)"
"('andersnielsen', 47)"
"('aditimutatkar', 47)"
"('georgesmith', 47)"
"('candesartan', 47)"
"('akirakoga', 47)"
"('mizukifujii', 47)"
"('kumikoogura', 47)"
"('donnakellogg', 47)"
"('kosunghyun', 47)"
"('derrosenkavalier', 47)"
"('francescodesanctis', 47)"
"('smashhits', 47)"
"('tontowiahmad', 47)"
"('archicad', 47)"
"('lindazechiri', 47)"
"('wish', 47)"
"('caiyun', 47)"
"('madisontownship', 47)"
"('chengang', 47)"
"('danielpaiola', 47)"
"('erincarroll', 47)"
"('nicoleschaller', 47)"
"('yemelyanyaroslavsky', 47)"
"('vueltaalacomunidaddemadrid', 47)"
"('georgsimon', 47)"
"('oldironsides', 47)"
"('naokofukuman', 47)"
"('michellebutleremmett', 47)"
"('jacquelineguan', 47)"
"('hansduistermaat', 47)"
"('karinschnaase', 47)"
"('katefookune', 47)"
"('klausbasdorf', 47)"
"('kueiyachen', 47)"
"('kruisweg', 47)"
"('marinayakusheva', 47)"
"('puppet', 47)"
"('nikolaizuyev', 47)"
"('evajanssens', 47)"
"('standingnude', 47)"
"('zonnedauw', 47)"
"('dennenlaan', 47)"
"('marlitt', 47)"
"('irisstraat', 47)"
"('josepcapmanyicasamitjana', 47)"
"('shanereti', 47)"
"('ageandthemetabolicsyndromeasriskfactorsforischemicstrokeimprovingpreclinicalmodelsofischemicstroke', 47)"
"('theintracranialdistributionofgliomasinrelationtoexposurefrommobilephonesanalysesfromtheinterphonestudy', 47)"
"('parksoyun', 47)"
"('yulgarashi', 47)"
"('houseofcotoner', 47)"
"('iamwoman', 47)"
"('categoryqueensparkrangersfcplayers', 47)"
"('pluto', 46)"
"('angelamerkel', 46)"
"('horse', 46)"
"('enricodenicola', 46)"
"('homer', 46)"
"('king', 46)"
"('frenchcerdagne', 46)"
"('thepiratebay', 46)"
"('leecounty', 46)"
"('president', 46)"
"('metamorphosis', 46)"
"('justinbieber', 46)"
"('franklampard', 46)"
"('cocaine', 46)"
"('shrek', 46)"
"('medea', 46)"
"('claycounty', 46)"
"('ivory', 46)"
"('knesset', 46)"
"('thebirthofvenus', 46)"
"('brianjones', 46)"
"('lopedevega', 46)"
"('tyramine', 46)"
"('camillobensodicavour', 46)"
"('shimanto', 46)"
"('protagoras', 46)"
"('vindiesel', 46)"
"('ltyrosine', 46)"
"('zhangnan', 46)"
"('teamsky', 46)"
"('hugoarthuso', 46)"
"('princeigor', 46)"
"('harrisontownship', 46)"
"('talaash', 46)"
"('paradox', 46)"
"('appeal', 46)"
"('kaempferol', 46)"
"('sulfathiazole', 46)"
"('giuseppedefelicegiuffrida', 46)"
"('lazingara', 46)"
"('thebattleoflegnano', 46)"
"('czechrepublicnationalfootballteam', 46)"
"('kimshinyoung', 46)"
"('yuihashimoto', 46)"
"('suppanyuavihingsanon', 46)"
"('luoyu', 46)"
"('agostinobertani', 46)"
"('norikonakayama', 46)"
"('polyeucte', 46)"
"('markiskido', 46)"
"('danielgaspar', 46)"
"('dickmitchell', 46)"
"('oonchongteik', 46)"
"('rendrawijaya', 46)"
"('theriver', 46)"
"('thomasberger', 46)"
"('petrkoukal', 46)"
"('mihotanaka', 46)"
"('jyotshnapolavarapu', 46)"
"('georgemorrow', 46)"
"('rufmord', 46)"
"('petrmartinec', 46)"
"('hanli', 46)"
"('northstargrandprixme', 46)"
"('hanseschweiler', 46)"
"('raysharp', 46)"
"('paulvanrietvelde', 46)"
"('janvondra', 46)"
"('jeanetteschwerin', 46)"
"('joannedavies', 46)"
"('joschezurwonne', 46)"
"('leonidabissolati', 46)"
"('kasperlehikoinen', 46)"
"('lexaronson', 46)"
"('lohaynnyvicente', 46)"
"('geographicalnamesboardofcanada', 46)"
"('marinaeliezer', 46)"
"('lejongleurdenotredame', 46)"
"('kanaalweg', 46)"
"('theseineatsaintcloud', 46)"
"('dashausmitdendreileiern', 46)"
"('einesitzungdesreichstages', 46)"
"('runen', 46)"
"('alexanderroovers', 46)"
"('stanandollie', 46)"
"('kimjungja', 46)"
"('jacobnilsson', 46)"
"('loststrayedorstolen', 46)"
"('march', 45)"
"('water', 45)"
"('onepiece', 45)"
"('googlechrome', 45)"
"('charlesdarwin', 45)"
"('forest', 45)"
"('currency', 45)"
"('ayrtonsenna', 45)"
"('johnadams', 45)"
"('runaway', 45)"
"('sarahwalker', 45)"
"('alice', 45)"
"('hair', 45)"
"('savitreeamitrapai', 45)"
"('torah', 45)"
"('diablo', 45)"
"('muhammadhafizhashim', 45)"
"('carrollcounty', 45)"
"('dinalupihan', 45)"
"('teenagemutantninjaturtles', 45)"
"('thelasttime', 45)"
"('generalemilioaguinaldo', 45)"
"('hermannzusolmslaubach', 45)"
"('adam', 45)"
"('newport', 45)"
"('monticello', 45)"
"('asianfootballconfederation', 45)"
"('caelifera', 45)"
"('macalelon', 45)"
"('theavengers', 45)"
"('andreasbenz', 45)"
"('bentazone', 45)"
"('lphenylalanine', 45)"
"('monster', 45)"
"('thewachowskis', 45)"
"('margate', 45)"
"('pagalungan', 45)"
"('erythromycin', 45)"
"('fireball', 45)"
"('michaelsteiner', 45)"
"('bolero', 45)"
"('mix', 45)"
"('bathsheba', 45)"
"('sanvito', 45)"
"('luoying', 45)"
"('rolliniamucosa', 45)"
"('thegardenofearthlydelights', 45)"
"('efisiocugia', 45)"
"('adamsvoboda', 45)"
"('johnboyne', 45)"
"('georgiydaneliya', 45)"
"('furosemide', 45)"
"('sulfamethoxazole', 45)"
"('shintaroikeda', 45)"
"('luigifacta', 45)"
"('wongpeitty', 45)"
"('ayakatakahashi', 45)"
"('hanvanmeegeren', 45)"
"('nasrallahboutrossfeir', 45)"
"('mathiaseick', 45)"
"('thehauntedmanor', 45)"
"('leehyunjin', 45)"
"('detemporumfinecomoedia', 45)"
"('joannenicholas', 45)"
"('leannechoo', 45)"
"('lilizhou', 45)"
"('ellenangelina', 45)"
"('insideout', 45)"
"('harvester', 45)"
"('annegibson', 45)"
"('chenying', 45)"
"('chowmeikuan', 45)"
"('cristinanakano', 45)"
"('easternordinariateoffrance', 45)"
"('dhanyanair', 45)"
"('folktale', 45)"
"('dongfang', 45)"
"('dorianjames', 45)"
"('timdettmann', 45)"
"('fengchen', 45)"
"('leeeunwoo', 45)"
"('hanssperre', 45)"
"('fabiennedeprez', 45)"
"('ericheikelkamp', 45)"
"('jennagozali', 45)"
"('fernandakumasaka', 45)"
"('yaoyan', 45)"
"('oonchonghau', 45)"
"('manfredpuck', 45)"
"('gabrielulldahl', 45)"
"('sameeragunatileka', 45)"
"('kimbuss', 45)"
"('gordonthomson', 45)"
"('gracegabriel', 45)"
"('gronyasomerville', 45)"
"('howardshu', 45)"
"('martinbillelarsen', 45)"
"('ianpearson', 45)"
"('inkenwienefeld', 45)"
"('thaysecruz', 45)"
"('iriswang', 45)"
"('jamiesubandhi', 45)"
"('janjurka', 45)"
"('johannagoliszewski', 45)"
"('johannesroschinsky', 45)"
"('kieranmerrilees', 45)"
"('kilianpfister', 45)"
"('frederikhegel', 45)"
"('leemyunghee', 45)"
"('leeyoungsuk', 45)"
"('lomasmith', 45)"
"('manfredblauhut', 45)"
"('marieluiseschultajansen', 45)"
"('markmanha', 45)"
"('patrickruto', 45)"
"('nelsonjavier', 45)"
"('nicolegordon', 45)"
"('nikolajpersson', 45)"
"('oliverleydondavis', 45)"
"('oliverpongratz', 45)"
"('perrinelebuhanic', 45)"
"('nederlandshervormdekerk', 45)"
"('dianaaitai', 45)"
"('thomasvallez', 45)"
"('emilkareljosefreznicek', 45)"
"('azaleastraat', 45)"
"('bilderausdemlondonerverkehrsleben', 45)"
"('derletztekriegumdenrhein', 45)"
"('osterzeit', 45)"
"('zumjubelfestdesschwarzrothgoldnenbanners', 45)"
"('kievit', 45)"
"('molenpad', 45)"
"('mozartlaan', 45)"
"('schubertstraat', 45)"
"('nintendoswitch', 45)"
"('wilhelminalaan', 45)"
"('willemdezwijgerlaan', 45)"
"('danielbenz', 45)"
"('nicholasbonkowsky', 45)"
"('carlosantoniecayanan', 45)"
"('albertoraposo', 45)"
"('haroldickeshomes', 45)"
"('istinjon', 45)"
"('listoflistsofrecordlabels', 45)"
"('geneva', 44)"
"('october', 44)"
"('regina', 44)"
"('oscar', 44)"
"('charlesdickens', 44)"
"('newton', 44)"
"('swordartonline', 44)"
"('thetunnel', 44)"
"('palaceofsports', 44)"
"('medina', 44)"
"('rihanna', 44)"
"('richmond', 44)"
"('meleagris', 44)"
"('requiem', 44)"
"('surprise', 44)"
"('engelberthumperdinck', 44)"
"('talisay', 44)"
"('thesoundofmusic', 44)"
"('rickywidianto', 44)"
"('glenwood', 44)"
"('altendorf', 44)"
"('konyaprovince', 44)"
"('klausvogel', 44)"
"('batman', 44)"
"('placozoa', 44)"
"('davidhunt', 44)"
"('chester', 44)"
"('wangxin', 44)"
"('vitamink', 44)"
"('midwife', 44)"
"('klimentvoroshilov', 44)"
"('zengyaqiong', 44)"
"('zhongqianxin', 44)"
"('agathon', 44)"
"('goya', 44)"
"('greenriver', 44)"
"('johnsmith', 44)"
"('hughramopolomasekela', 44)"
"('ashleymassaro', 44)"
"('michaelthomas', 44)"
"('pantoprazole', 44)"
"('aigoto', 44)"
"('akikonakashima', 44)"
"('propranolol', 44)"
"('chineeihui', 44)"
"('liannetan', 44)"
"('wangxiaoli', 44)"
"('petyanedelcheva', 44)"
"('chengshaochieh', 44)"
"('chaibiao', 44)"
"('alanbudikusuma', 44)"
"('themaidofpskov', 44)"
"('kimminseo', 44)"
"('kenichihayakawa', 44)"
"('paulalynnobanana', 44)"
"('kellymorgan', 44)"
"('gohliuying', 44)"
"('vajiralongkorn', 44)"
"('sapse', 44)"
"('wess', 44)"
"('hendrasetiawan', 44)"
"('jungjaesung', 44)"
"('wangpeirong', 44)"
"('rewegroup', 44)"
"('sangyang', 44)"
"('bernardvaillant', 44)"
"('chorhooiyee', 44)"
"('chrisjogis', 44)"
"('cindyshi', 44)"
"('mathewfogarty', 44)"
"('thescarletpimpernel', 44)"
"('josephandtheamazingtechnicolordreamcoat', 44)"
"('daneyshasantana', 44)"
"('danielaknor', 44)"
"('daniellebarry', 44)"
"('darroncharles', 44)"
"('deanschoppe', 44)"
"('thelabyrinthorthebattlewiththeelements', 44)"
"('idontcare', 44)"
"('doneversoll', 44)"
"('jenniferwilliamson', 44)"
"('lindafrench', 44)"
"('ricardotrevelin', 44)"
"('hmsmalaya', 44)"
"('therascals', 44)"
"('sararunestenpetersen', 44)"
"('stevemalcouzane', 44)"
"('nicolebaldewein', 44)"
"('erichrakowski', 44)"
"('mesineemangkalakiri', 44)"
"('heidibender', 44)"
"('joannequay', 44)"
"('fiaerallyregularitycup', 44)"
"('tamerhosny', 44)"
"('clearandpresentdanger', 44)"
"('janecrabtree', 44)"
"('fashionisland', 44)"
"('karenstechmann', 44)"
"('marianaugalde', 44)"
"('hansdietrichemmers', 44)"
"('franzbeinvogl', 44)"
"('citywallofvisby', 44)"
"('isabelherttrich', 44)"
"('gabrielesadewater', 44)"
"('gerdkattau', 44)"
"('petradieriswierichs', 44)"
"('ralfrausch', 44)"
"('giselaellermann', 44)"
"('michaelkeck', 44)"
"('gracepengyun', 44)"
"('kasperipsen', 44)"
"('rolfheyer', 44)"
"('guilhermekumasaka', 44)"
"('guilhermepardo', 44)"
"('wernerwienecke', 44)"
"('hanneloreschmidt', 44)"
"('hansabraham', 44)"
"('hsiehpeichen', 44)"
"('thomastesche', 44)"
"('pheidippos', 44)"
"('thevoicekids', 44)"
"('ianmaywald', 44)"
"('ingridmorsch', 44)"
"('irmgardehle', 44)"
"('szeyu', 44)"
"('jensroch', 44)"
"('jishnusanyal', 44)"
"('kurthennes', 44)"
"('jokosuprianto', 44)"
"('vincentnguy', 44)"
"('josephabaheneojo', 44)"
"('kaimitteldorf', 44)"
"('karinkattner', 44)"
"('karinausdemsiepen', 44)"
"('karlheinzgarbers', 44)"
"('karynwhiteside', 44)"
"('kennethdavidson', 44)"
"('kimkyeungran', 44)"
"('klausdieterframke', 44)"
"('chlamysopercularis', 44)"
"('trost', 44)"
"('konradhapke', 44)"
"('wernermichael', 44)"
"('leandrosantos', 44)"
"('leejongboon', 44)"
"('leejoohyun', 44)"
"('leesoondeuk', 44)"
"('limao', 44)"
"('liaoshengshiun', 44)"
"('limpeksiah', 44)"
"('marianaarimori', 44)"
"('masakosakamoto', 44)"
"('mauriceniesner', 44)"
"('maxschwenger', 44)"
"('meiluawati', 44)"
"('mitchelwongsodikromo', 44)"
"('mohamedajfanrasheed', 44)"
"('nannavainio', 44)"
"('alexeybuldakov', 44)"
"('olivewilson', 44)"
"('jacquessaoutchik', 44)"
"('pallegranlund', 44)"
"('parksooyun', 44)"
"('paulapereira', 44)"
"('philipkoch', 44)"
"('joannachaube', 44)"
"('boterbloem', 44)"
"('diegotthardbahn', 44)"
"('zumjahreswechsel', 44)"
"('kapelweg', 44)"
"('fajaralfian', 44)"
"('nijverheidsstraat', 44)"
"('sarahlindleycrease', 44)"
"('nangsaltamang', 44)"
"('limchiewsien', 44)"
"('safavidempire', 44)"
"('borong', 44)"
"('lovisajohansson', 44)"
"('yangchingtun', 44)"
"('wangzhiyi', 44)"
"('harukosuzuki', 44)"
"('koheigondo', 44)"
"('venkateshprasad', 44)"
"('vegavionirwanda', 44)"
"('yuchienhui', 44)"
"('guttahalli', 44)"
"('himantabiswasarma', 44)"
"('marriagealacarte', 44)"
"('maximemora', 44)"
"('november', 43)"
"('mercury', 43)"
"('istanbul', 43)"
"('alexander', 43)"
"('lund', 43)"
"('toledo', 43)"
"('dicotyledones', 43)"
"('ludwigwittgenstein', 43)"
"('e', 43)"
"('castor', 43)"
"('angelinajolie', 43)"
"('canislupus', 43)"
"('sanrafael', 43)"
"('adamscounty', 43)"
"('springfield', 43)"
"('mabini', 43)"
"('christian', 43)"
"('panchovilla', 43)"
"('wangarimaathai', 43)"
"('titian', 43)"
"('brownuniversity', 43)"
"('berg', 43)"
"('monikamaron', 43)"
"('magnolia', 43)"
"('christchurch', 43)"
"('morphine', 43)"
"('noah', 43)"
"('birgitmichels', 43)"
"('ryotataohata', 43)"
"('yoshiteruhirobe', 43)"
"('marjanesatrapi', 43)"
"('hairspray', 43)"
"('icantgetnosatisfaction', 43)"
"('breakout', 43)"
"('milestones', 43)"
"('bankofengland', 43)"
"('muhammadahsan', 43)"
"('lucifer', 43)"
"('zelinresiana', 43)"
"('enriquebmagalona', 43)"
"('zhangjinkang', 43)"
"('zhaoyunlei', 43)"
"('zhujingjing', 43)"
"('deyaniraangulo', 43)"
"('themarriageoffigaro', 43)"
"('alesiazaitsava', 43)"
"('berezinariver', 43)"
"('halloween', 43)"
"('connietalbot', 43)"
"('acomonia', 43)"
"('comedian', 43)"
"('mariakristinyulianti', 43)"
"('leehyojung', 43)"
"('hannesfuchs', 43)"
"('marystuart', 43)"
"('passion', 43)"
"('lajuive', 43)"
"('planty', 43)"
"('renugaveeran', 43)"
"('hearts', 43)"
"('ahnhyunsuk', 43)"
"('cetirizine', 43)"
"('theholyfamily', 43)"
"('nikhilkanetkar', 43)"
"('elenanozdran', 43)"
"('shizukamatsuo', 43)"
"('kaoriimabeppu', 43)"
"('nozomiokuhara', 43)"
"('hajungeun', 43)"
"('erikohirose', 43)"
"('liyongbo', 43)"
"('lilyananatsir', 43)"
"('hendraapridagunawan', 43)"
"('lanimadelfilosofo', 43)"
"('meilianajauhari', 43)"
"('amritasawaram', 43)"
"('anastasiachervyakova', 43)"
"('uee', 43)"
"('leejaejin', 43)"
"('andhikaanhar', 43)"
"('andrawhiteside', 43)"
"('hyolyn', 43)"
"('annariviljoen', 43)"
"('bettinoricasoli', 43)"
"('grigorisokolnikov', 43)"
"('antoinetteuys', 43)"
"('anglipeng', 43)"
"('kerryleeharrington', 43)"
"('puamagasiva', 43)"
"('chenlanting', 43)"
"('chenxiaojia', 43)"
"('chestergoss', 43)"
"('choyoungsuk', 43)"
"('chrisdednam', 43)"
"('christiankunze', 43)"
"('thetaleoftsarsaltan', 43)"
"('chungjaehee', 43)"
"('esashi', 43)"
"('cristianaraya', 43)"
"('crystalleefmans', 43)"
"('cynthiaamuzu', 43)"
"('cyrilwwilkinson', 43)"
"('daniellewhiteside', 43)"
"('dennysetiawan', 43)"
"('vountusindramawan', 43)"
"('dorothyhann', 43)"
"('dotunakinsanya', 43)"
"('evelynboldrick', 43)"
"('michaelschnaase', 43)"
"('eliewu', 43)"
"('elkeweber', 43)"
"('gabrielesplett', 43)"
"('emrelale', 43)"
"('gerdaschumacher', 43)"
"('enyerlangga', 43)"
"('ericgo', 43)"
"('erikavonheiland', 43)"
"('esthersanz', 43)"
"('ethelmarshall', 43)"
"('evamariazwiebler', 43)"
"('hendrawan', 43)"
"('fathimanazneen', 43)"
"('johankleingeld', 43)"
"('linafourie', 43)"
"('poulmichelsen', 43)"
"('karynvelez', 43)"
"('jennykarlsson', 43)"
"('makkalei', 43)"
"('gaohuan', 43)"
"('hawchiouhwee', 43)"
"('gottfriedseemann', 43)"
"('georgiynatarov', 43)"
"('gerdmigdal', 43)"
"('gerdavoitechovskaja', 43)"
"('javediqbal', 43)"
"('gerhardkucki', 43)"
"('gerhardtreitinger', 43)"
"('gongweijie', 43)"
"('judiannekelly', 43)"
"('gudrunziebold', 43)"
"('gurgenpoghosyan', 43)"
"('wuyuhong', 43)"
"('jennifercoleman', 43)"
"('hansanghoon', 43)"
"('nipitphonpuangpuapech', 43)"
"('wuyunyong', 43)"
"('leemengyean', 43)"
"('hungshihchieh', 43)"
"('siddarthjain', 43)"
"('janetwright', 43)"
"('ilianperez', 43)"
"('marywhittemore', 43)"
"('michaelapeiffer', 43)"
"('indrabagusadechandra', 43)"
"('ingeborgtietze', 43)"
"('irmgardlatz', 43)"
"('jademorgan', 43)"
"('jenswientapper', 43)"
"('janaparadigi', 43)"
"('sonialopes', 43)"
"('priscillalun', 43)"
"('joachimtesche', 43)"
"('michaelhelber', 43)"
"('karstenlehmann', 43)"
"('joykitzmiller', 43)"
"('juttarosenow', 43)"
"('arasrazak', 43)"
"('karinkucki', 43)"
"('karlheinzzwiebler', 43)"
"('karlgeisler', 43)"
"('kathrinpiotrowski', 43)"
"('kazuterukozai', 43)"
"('kentakazuno', 43)"
"('kimchanmi', 43)"
"('kimdaesung', 43)"
"('kimmeehyang', 43)"
"('klaustetenberg', 43)"
"('rhondacator', 43)"
"('martinkranitz', 43)"
"('ilrunar', 43)"
"('kohlengkang', 43)"
"('reinerwodey', 43)"
"('lilitpoghosyan', 43)"
"('linyulang', 43)"
"('liupeixuan', 43)"
"('lizaronsohn', 43)"
"('mariaelfirachristina', 43)"
"('marlevemainaky', 43)"
"('marliescaspary', 43)"
"('michaelfowke', 43)"
"('mihailpopov', 43)"
"('moniquerichansen', 43)"
"('nelsonhegweikeat', 43)"
"('maskarade', 43)"
"('nicholasjinadasa', 43)"
"('nicomeerholz', 43)"
"('nicolpitro', 43)"
"('olafrosenow', 43)"
"('philipwelker', 43)"
"('jillianwallwork', 43)"
"('setdesignforhenrikibsensghosts', 43)"
"('wernerdietz', 43)"
"('bosstraat', 43)"
"('dekamp', 43)"
"('dorpstraat', 43)"
"('midhileshsunder', 43)"
"('oudeweg', 43)"
"('peperstraat', 43)"
"('schoolpad', 43)"
"('seringenstraat', 43)"
"('magdalenawitek', 43)"
"('hendrikjanheeren', 43)"
"('phmodulationofeffluxpumpactivityofmultidrugresistantescherichiacoliprotectionduringitspassageandeventualcolonizationofthecolon', 43)"
"('caiyanyan', 43)"
"('gaoxiangcheng', 43)"
"('tovannakasemsamatcha', 43)"
"('domouamro', 43)"
"('ikhsanleonardoimanuelrumbay', 43)"
"('galataria', 43)"
"('silverworld', 43)"
"('papposblues', 43)"
"('lwmyers', 43)"
"('masayonojirino', 43)"
"('marjoryrussell', 43)"
"('marythompson', 43)"
"('multnomahcountylibrary', 43)"
"('newsies', 43)"
"('novruzmammadov', 43)"
"('palwashabashir', 43)"
"('may', 42)"
"('rome', 42)"
"('moscow', 42)"
"('tallinn', 42)"
"('alexandervonhumboldt', 42)"
"('jember', 42)"
"('steel', 42)"
"('linuxkernel', 42)"
"('aspirin', 42)"
"('alba', 42)"
"('verb', 42)"
"('play', 42)"
"('guyvanbranteghem', 42)"
"('augusta', 42)"
"('montgomery', 42)"
"('mardigras', 42)"
"('mohdzakryabdullatif', 42)"
"('crawfordcounty', 42)"
"('fultoncounty', 42)"
"('alexanderbunge', 42)"
"('saintsauveur', 42)"
"('trysutrisno', 42)"
"('mirzaghalib', 42)"
"('oedipusrex', 42)"
"('metropolis', 42)"
"('concacaf', 42)"
"('martha', 42)"
"('dasliebesverbot', 42)"
"('disneyland', 42)"
"('eureka', 42)"
"('egrettaintermedia', 42)"
"('shirleyjones', 42)"
"('ooiteikhock', 42)"
"('malenaalterio', 42)"
"('bobhawke', 42)"
"('homefortheholidays', 42)"
"('yuyang', 42)"
"('alexeirykov', 42)"
"('jeffkoons', 42)"
"('lukeperry', 42)"
"('yvesrocard', 42)"
"('acamprosate', 42)"
"('high', 42)"
"('minocycline', 42)"
"('fipronil', 42)"
"('linyanfen', 42)"
"('minatsumitani', 42)"
"('sathineechankrachangwong', 42)"
"('satokosuetsuna', 42)"
"('internationaldayfortheeliminationofracialdiscrimination', 42)"
"('mariafebekusumastuti', 42)"
"('simoneprutsch', 42)"
"('fuhaifeng', 42)"
"('hwangjiman', 42)"
"('andreapohling', 42)"
"('sulli', 42)"
"('giuseppeferrari', 42)"
"('endangnursugianti', 42)"
"('jangyena', 42)"
"('anggapratama', 42)"
"('annemarieseemann', 42)"
"('albertherring', 42)"
"('chenhsiaohuan', 42)"
"('cherylcarton', 42)"
"('chongsookchin', 42)"
"('chowkinman', 42)"
"('chunsungsuk', 42)"
"('ukrainianalphabet', 42)"
"('clintonstephens', 42)"
"('danielgouw', 42)"
"('daphneyoung', 42)"
"('goroinagaki', 42)"
"('junkofuruta', 42)"
"('dianehales', 42)"
"('dipaktailor', 42)"
"('sangiovanni', 42)"
"('donnahaliday', 42)"
"('dorotagrzejdak', 42)"
"('stefanfrey', 42)"
"('vivianhookahmun', 42)"
"('sturejohnsson', 42)"
"('thomasreidy', 42)"
"('elenajohnson', 42)"
"('elenaiasonos', 42)"
"('elenaprus', 42)"
"('paveluvarov', 42)"
"('fscollier', 42)"
"('lidyadjaelawijaya', 42)"
"('hlmellersh', 42)"
"('mariobernardel', 42)"
"('fredgituku', 42)"
"('friedhelmwulff', 42)"
"('gotthardgirke', 42)"
"('tapeheads', 42)"
"('tariqfarooq', 42)"
"('jimmailer', 42)"
"('michaelferlings', 42)"
"('nationalassemblyofquebec', 42)"
"('tangxianhu', 42)"
"('gerhardriese', 42)"
"('gerolfseemann', 42)"
"('gittarost', 42)"
"('gloriaemanuellewidjaja', 42)"
"('michaelfischedick', 42)"
"('helengibson', 42)"
"('stephentholgate', 42)"
"('torstenwinter', 42)"
